wave,errs,data
5367.199999999999,338415.15736532799,-2538.0660705566406
5367.6,105940.73334978765,-1447.079475402832
5368.0,61837.686093839118,-3693.7784423828125
5368.4,1009662.0433703528,-3192.29296875
5368.8,46998.871121371463,-1481.7428951263428
5369.2,52712.541117388959,-2165.8589782714844
5369.599999999999,7572.7002819855834,-2622.4780578613281
5370.0,4708.459428722369,-1694.6657562255859
5370.4,5434.3411218973415,-2821.4219360351562
5370.799999999999,3798.3200708538698,-2239.6637573242188
5371.2,7482.4352148419803,-4115.1075439453125
5371.599999999999,6530.1139466342338,-1995.697509765625
5371.999999999999,7159.6293794469457,-4689.8469848632812
5372.399999999999,5911.0975678871791,-2676.3229675292969
5372.799999999999,14303.29522930597,-2568.4232788085938
5373.199999999999,11118.005608890671,-2834.3831787109375
5373.5999999999985,26096.854949563647,-1703.2402954101562
5374.0,20459.539397991055,-2081.8164367675781
5374.4,19147.224561747047,-1838.8515205383301
5374.799999999999,11433.522337364999,-1464.3710632324219
5375.2,434358.71636252268,-1486.1268196105957
5375.599999999999,429084.50605296937,-2032.2338562011719
5375.999999999999,427569.25956114626,-2573.502685546875
5376.4,605907.99882905092,-2288.5345764160156
5376.799999999999,601019.903043014,-1946.95947265625
5377.199999999999,3396.000091645712,-1901.7432250976562
5377.6,3081.3982019198879,-1263.8844299316406
5378.0,4755.1922891047661,-2595.8095703125
5378.4,60363.480368694807,-1953.4716796875
5378.8,92370.365182950307,-2168.2255859375
5379.2,106539.43690669929,-1921.718994140625
5379.599999999999,83236.198591996974,-2636.8270874023438
5380.0,35626.498092383626,-1997.8248901367188
5380.4,31122.237899555195,-2442.3018188476562
5380.799999999999,8495.3822486092049,-1932.9721832275391
5381.2,3384.7708564243012,-2284.1774597167969
5381.599999999999,47312.774493286648,-1501.2145385742188
5381.999999999999,46786.748356547912,-1213.0391159057617
5382.399999999999,45777.883283625612,-2017.1069946289062
5382.799999999999,76850.313259752016,-1890.3051147460938
5383.199999999999,2531.5166408558603,-1581.7047729492188
5383.5999999999985,8602.4480128878204,-1788.391845703125
5384.0,6205.7227305356055,-2027.5726928710938
5384.4,92629.693671698042,-1535.1956481933594
5384.799999999999,84100.989387018257,-1450.5384521484375
5385.2,82208.354020613478,-1109.8323669433594
5385.599999999999,133067.2107890902,-821.59194946289062
5385.999999999999,22569.510715598084,-1351.5493621826172
5386.4,6796299.3821342057,-1465.8138427734375
5386.799999999999,6794526.5410835845,-1941.0537109375
5387.199999999999,425670.47301363893,-1052.3789367675781
5387.6,2422.3317449167434,-1368.5457763671875
5388.0,1689.8057370090071,-852.58953094482422
5388.4,7636.785911099103,-1331.5433044433594
5388.8,7025.184644417559,-1233.8751525878906
5389.2,3767.2256486233164,-1674.6736755371094
5389.599999999999,2517.5250817245956,-762.28807067871094
5390.0,1420.5950165273991,-1268.7615051269531
5390.4,10215.814225595252,-1579.5549621582031
5390.799999999999,7718.7489078813496,-723.52745056152344
5391.2,13607.576088097056,-1128.3492431640625
5391.599999999999,10159.600476489033,-1067.4839324951172
5391.999999999999,934.03854133895823,-909.93185424804688
5392.399999999999,4139.1179317934657,-1021.01318359375
5392.799999999999,1260.6994960125983,-797.76937866210938
5393.199999999999,125131.88214329368,-1134.9266662597656
5393.5999999999985,123495.19566566018,-1232.958740234375
5394.0,3156.8957887160154,-752.94680786132812
5394.4,68199.115668095081,-512.35507965087891
5394.799999999999,67572.91713689563,-577.27779388427734
5395.2,116448.31730077745,-1341.6084289550781
5395.599999999999,37822.018554244823,-1171.52685546875
5395.999999999999,3301.9038538325426,-929.05393981933594
5396.4,214031.71541323088,-988.1915283203125
5396.799999999999,212386.24869432097,-1167.2969970703125
5397.199999999999,210283.99169698992,-776.37016296386719
5397.6,132593.00055252845,-514.18854904174805
5398.0,121626.38420215118,-758.086181640625
5398.4,622091.51106963318,-810.52821350097656
5398.8,618443.30418424762,-491.97124290466309
5399.2,1551.2537273273851,-710.1004638671875
5399.599999999999,3206.259316595871,-355.98116683959961
5400.0,2486.1324123494228,-733.52513122558594
5400.4,745.09301692049848,-912.49014282226562
5400.799999999999,208730.17249621771,-618.89913177490234
5401.2,941.50320121694881,-666.91195678710938
5401.599999999999,849.5988174322996,-700.00431823730469
5401.999999999999,8242.9547090327014,-457.02939605712891
5402.399999999999,3416.2129273951732,-693.68425750732422
5402.799999999999,54660.373101447287,-389.0956916809082
5403.199999999999,54209.29530851444,-824.65945434570312
5403.5999999999985,3312.2690583943131,-538.07901382446289
5404.0,3793.2452772825363,-444.05252838134766
5404.4,1794.3269255053804,-140.52604866027832
5404.799999999999,678.01319058092906,-788.13424682617188
5405.2,3013.6557238338864,-455.08567047119141
5405.599999999999,2292.0742773954362,-779.96556854248047
5405.999999999999,2015.8640406356074,-275.52789402008057
5406.4,111459.45646903572,-412.21943473815918
5406.799999999999,6907.6138430933343,-553.08416748046875
5407.199999999999,3785.3693485918166,-678.77330780029297
5407.6,662228.25104506628,-520.01840209960938
5408.0,1190.1972939508164,-208.91345596313477
5408.4,705.79899166036967,-748.18570709228516
5408.8,906.83882431707684,-566.24327087402344
5409.2,738.29188281723839,-472.54317283630371
5409.599999999999,397.11487430171309,-458.7275390625
5410.0,5056.011687826991,-524.36511611938477
5410.4,477.21192643334916,-477.08847808837891
5410.799999999999,326.59619920097009,-481.73188781738281
5411.2,715.75427369213685,-319.02005577087402
5411.599999999999,554.9522682391455,-362.2079963684082
5411.999999999999,318.36629182454647,-217.48415946960449
5412.399999999999,40553.266340853537,-288.70408630371094
5412.799999999999,1197.2768614558888,-412.97843170166016
5413.199999999999,388.52342498168713,-316.25836944580078
5413.5999999999985,15042.529623333041,-426.87786865234375
5414.0,558.76593612579325,-427.00920104980469
5414.4,336.20358983635055,-220.95047950744629
5414.799999999999,190657.61514041983,-124.29547500610352
5415.2,189865.56323619367,-228.02499008178711
5415.599999999999,319.03847495099865,-252.45792388916016
5415.999999999999,1737.9478442268028,-441.03539276123047
5416.4,1057.8455162600953,-325.26678466796875
5416.799999999999,428.28565754474567,-385.97838592529297
5417.199999999999,1311.1285831117016,-215.387939453125
5417.6,928.79767672654407,-203.17047500610352
5418.0,430.67821602081102,-195.29630756378174
5418.4,247.37110336299853,-327.72898864746094
5418.8,912.54751136752407,-354.49002075195312
5419.2,278.75327944378051,-381.28955841064453
5419.599999999999,248.6713140784926,-226.66672325134277
5420.0,1207.2480114398982,-284.91310119628906
5420.4,596.11767459765088,-321.14712524414062
5420.799999999999,207.96822266951423,-332.26519012451172
5421.2,3496.775236918289,-221.03314971923828
5421.599999999999,1872.8478977678203,-115.31451320648193
5421.999999999999,1228.5013759729356,-251.85523986816406
5422.399999999999,181.08607551315043,-200.17855072021484
5422.799999999999,1227.4418368566014,-255.27902984619141
5423.199999999999,275.87923635162696,-116.39372158050537
5423.5999999999985,191.89969856634494,-240.93154144287109
5424.0,2078.1246429115895,-132.44412994384766
5424.4,929.24296903991274,-206.04188442230225
5424.799999999999,211.19613645680695,-229.96993637084961
5425.2,156.46862502149179,-203.53499221801758
5425.599999999999,3410.3633655240351,-209.50035858154297
5425.999999999999,570.46686730369345,-225.27236175537109
5426.4,190.31352694703153,-180.0398736000061
5426.799999999999,136.08980822800524,-181.75242233276367
5427.199999999999,731.54499026763131,-89.663705825805664
5427.6,235.02044271746405,-180.66214752197266
5428.0,198.60873785195278,-208.77347946166992
5428.4,292487.54145711142,-197.63153839111328
5428.8,70233.373747197184,-188.347900390625
5429.2,240.44861484522568,-132.26227188110352
5429.599999999999,121.21624944887401,-236.27072906494141
5430.0,643.6999890092693,-163.08234024047852
5430.4,207.92037805445452,-129.92619705200195
5430.799999999999,130.51306371811413,-143.30988693237305
5431.2,115.82988913720934,-184.59357452392578
5431.599999999999,474.25454149088785,-171.13210296630859
5431.999999999999,386.92603952972883,-98.875070571899414
5432.399999999999,127.20102910872038,-65.50229024887085
5432.799999999999,99.918525171082464,-124.61749839782715
5433.199999999999,831.44984983803852,-171.47190856933594
5433.5999999999985,169.29750024085055,-133.53034210205078
5434.0,108.96442005425945,-138.74029064178467
5434.4,98.023362947259443,-47.73175048828125
5434.799999999999,1291.1398070928753,-135.34458351135254
5435.2,175.19980204430752,-110.11026525497437
5435.599999999999,137.89534094412278,1507.496021270752
5435.999999999999,99.687826266762102,-82.415060997009277
5436.4,84.779330515947223,-99.711341857910156
5436.799999999999,145.78369624793123,-94.074640274047852
5437.199999999999,102.18923206707875,-102.62433433532715
5437.6,89.658627520725418,-69.790467262268066
5438.0,73.023550232418984,-92.293306350708008
5438.4,170.75943562002519,-101.30975341796875
5438.8,105.49710829535574,-78.525943756103516
5439.2,84.076210992585274,-80.873729705810547
5439.599999999999,67.339675668739673,-80.094671249389648
5440.0,167.36403597779875,-54.952263832092285
5440.4,107.91855453325192,-89.795280456542969
5440.799999999999,93.815261783699555,-87.26335620880127
5441.2,71.164574208998999,-81.070297241210938
5441.599999999999,59.807488577280139,-67.861650466918945
5441.999999999999,129.6249602414313,-68.985776901245117
5442.399999999999,98.051125643890742,-71.607866287231445
5442.799999999999,73.093142030268666,-71.912121772766113
5443.199999999999,58.496878776360951,-65.877612590789795
5443.5999999999985,51.276129238531581,-88.948434829711914
5444.0,102.01411070809478,-67.848583221435547
5444.4,84.793483879543416,-62.213767051696777
5444.799999999999,62.826967950892659,-55.085519790649414
5445.2,52.850036609041069,-42.295110702514648
5445.599999999999,47.536089959743776,-62.877142906188965
5445.999999999999,89.449934184001165,-65.122520446777344
5446.4,68.360305770245859,-13.083152770996094
5446.799999999999,55.845090352295564,-88.239158630371094
5447.199999999999,47.821850816150693,-43.584381103515625
5447.6,43.110329342439783,-31.079761505126953
5448.0,97.396033220936559,-33.813211917877197
5448.4,67.311070155506428,-78.808351516723633
5448.8,55.832916403255254,-45.557147026062012
5449.2,47.480384992353663,-73.794570922851562
5449.599999999999,42.017983550203894,-53.097297668457031
5450.0,75.912527988182134,-63.752314567565918
5450.4,62.833436832966392,-66.571647644042969
5450.799999999999,52.507351080775145,-70.551824569702148
5451.2,44.384366525278516,-30.984952449798584
5451.599999999999,39.714074309655231,-46.234246253967285
5451.999999999999,37.302765819320911,-38.33840274810791
5452.399999999999,74.436046847103071,-55.201398849487305
5452.799999999999,56.363347330490754,-53.723918914794922
5453.199999999999,47.026981632775076,-65.090697288513184
5453.5999999999985,39.959422937303877,-34.028825759887695
5454.0,36.101304729100171,-40.380036354064941
5454.4,33.385255292934566,-45.952568054199219
5454.799999999999,59.545356061482202,-35.121042251586914
5455.2,48.607630033043414,-24.192376375198364
5455.599999999999,41.523291303742688,-45.666263580322266
5455.999999999999,39.083244683566853,-39.973287105560303
5456.4,34.540224314954109,-43.242536067962646
5456.799999999999,31.703799890943937,-62.189104080200195
5457.199999999999,61.246348056911287,-41.37779712677002
5457.6,50.115073658460936,-1.7433977127075195
5458.0,42.310123796806899,-37.889599800109863
5458.4,36.660381233839956,-35.478743553161621
5458.8,32.516977048530862,-23.992514610290527
5459.2,29.889262627873695,-42.85791015625
5459.599999999999,28.03486009945048,-49.043587684631348
5460.0,47.392542125948481,-27.876950740814209
5460.4,44.947956108349267,-42.492432117462158
5460.799999999999,38.365889759591575,-40.088141441345215
5461.2,34.105490735814385,-51.028646469116211
5461.599999999999,30.77766762151975,-41.75028133392334
5461.999999999999,28.236840067075615,-35.749277114868164
5462.399999999999,26.580695289936372,-27.322218179702759
5462.799999999999,25.157582264985276,-35.214529991149902
5463.199999999999,40.873012020451043,-41.001388549804688
5463.5999999999985,35.536240232862582,-12.89110803604126
5464.0,31.824293142816906,-20.063496589660645
5464.4,29.171383519552133,-19.946208000183105
5464.799999999999,27.270015684953048,-24.887541770935059
5465.2,26.235655941416972,-47.507749557495117
5465.599999999999,24.898229502174932,-24.358076453208923
5465.999999999999,23.770472741071934,-20.073541164398193
5466.4,38.609249539641027,-34.398366928100586
5466.799999999999,34.420341524243177,-13.698662042617798
5467.199999999999,31.394813447356533,-25.195738315582275
5467.6,28.789143498600378,-44.743349075317383
5468.0,26.792326040307294,-24.73536491394043
5468.4,24.925923695603579,-18.575531005859375
5468.8,23.540250866241145,-23.95254123210907
5469.2,22.722885188300481,-21.061702251434326
5469.599999999999,21.964118967549467,-22.081911087036133
5470.0,35.387856733642785,-34.240316390991211
5470.4,33.550888933462652,-23.826216220855713
5470.799999999999,30.654854253880099,-18.477840423583984
5471.2,28.06280437684196,-29.352033138275146
5471.599999999999,26.290560265931511,-12.455814063549042
5471.999999999999,24.813396152592361,-22.06764155626297
5472.399999999999,23.615021836075627,-26.971090316772461
5472.799999999999,22.762737805965791,-18.241820335388184
5473.199999999999,21.97989947432194,-47.444981575012207
5473.5999999999985,21.244407929806595,-59.494449615478516
5474.0,20.812857749253247,-33.062195301055908
5474.4,32.7022575084439,-23.274979114532471
5474.799999999999,30.487664107100944,-40.264636039733887
5475.2,28.341058042003823,-20.404937982559204
5475.599999999999,27.717963150107302,-23.877130508422852
5475.999999999999,27.104139204814899,-23.655766010284424
5476.4,25.941910872160211,-26.642014026641846
5476.799999999999,25.012116176676862,-26.430001258850098
5477.199999999999,24.324881837266862,-25.187403440475464
5477.6,22.195439598858833,-22.722831010818481
5478.0,21.559197646548675,-20.221675395965576
5478.4,21.067157121594384,-30.134364128112793
5478.8,20.528021716689494,-9.2870810031890869
5479.2,20.159553394200774,-41.852238655090332
5479.599999999999,19.866285496310873,-31.09702205657959
5480.0,29.991586540598686,-37.602753639221191
5480.4,29.65969216434604,-35.969029426574707
5480.799999999999,28.250427668259821,-37.311286926269531
5481.2,27.117072448576504,-18.210092544555664
5481.599999999999,26.249823394534609,-37.958032608032227
5481.999999999999,25.548936870992947,-18.280111312866211
5482.399999999999,25.072194853609613,-14.163778305053711
5482.799999999999,24.579524805477199,-15.619145482778549
5483.199999999999,23.945710699751043,-24.279251098632812
5483.5999999999985,23.232411600589263,-25.360944747924805
5484.0,22.797635044832727,-34.924417495727539
5484.4,22.280868800706781,-33.393411636352539
5484.799999999999,21.847077356223522,-43.615315914154053
5485.2,21.475081972750878,-20.987593173980713
5485.599999999999,21.090332059526968,-16.655765533447266
5485.999999999999,20.829427796615438,-23.092078685760498
5486.4,20.635891470131259,-26.552324771881104
5486.799999999999,20.68966764857262,-26.541617870330811
5487.199999999999,20.64745988413247,-27.74010705947876
5487.6,20.54912709100023,-19.135193824768066
5488.0,20.496730414688052,-25.609412670135498
5488.4,20.319441996769058,-39.879618167877197
5488.8,20.186890605939087,-34.131109237670898
5489.2,20.120497212842466,-33.882612228393555
5489.599999999999,20.071495809467834,-30.938902378082275
5490.0,20.049180581763459,-34.855906963348389
5490.4,20.027788953595667,-19.950496673583984
5490.799999999999,20.01137379943949,-20.456408023834229
5491.2,19.958408287363039,-30.171961784362793
5491.599999999999,29.953155478121463,-29.821686267852783
5491.999999999999,29.714925612306164,-18.359471797943115
5492.399999999999,29.446778214147507,-22.544054746627808
5492.799999999999,29.315112556519267,-21.548459053039551
5493.199999999999,30.185462475923682,-19.554122924804688
5493.5999999999985,30.111769819085687,-16.760373592376709
5494.0,30.149973687430183,-29.02609920501709
5494.4,29.024712709289773,-24.996621608734131
5494.799999999999,29.135807354645621,-17.188130736351013
5495.2,29.524325230305212,-23.490841388702393
5495.599999999999,29.841861336930588,-31.339912176132202
5495.999999999999,30.447323821839092,-32.711065769195557
5496.4,20.789825357989407,-31.684016227722168
5496.799999999999,20.844316634705063,-33.948529243469238
5497.199999999999,20.922313462118648,-31.066863059997559
5497.6,20.918127790252232,-32.657845973968506
5498.0,21.030273324661611,-21.087568283081055
5498.4,21.164121492417468,-12.792031288146973
5498.8,21.407265468528291,-26.137101173400879
5499.2,21.64574673639838,-31.624512672424316
5499.599999999999,21.813481693202846,-24.224606037139893
5500.0,22.105714060600679,-30.274200439453125
5500.4,22.3769651305027,-18.223357677459717
5500.799999999999,22.709951268333661,-22.081629276275635
5501.2,23.007003936469662,-41.635844230651855
5501.599999999999,23.24196506531802,-28.177891731262207
5501.999999999999,23.479326273053267,-21.578853607177734
5502.399999999999,23.711524567700678,-27.751337051391602
5502.799999999999,24.170542485398702,-22.508419513702393
5503.199999999999,24.557288958542344,-7.204965353012085
5503.5999999999985,24.889081569942622,-45.876038551330566
5504.0,25.38404263603492,-35.387518882751465
5504.4,25.643500650642935,-41.883115768432617
5504.799999999999,26.463768064972335,-34.330930709838867
5505.2,27.337414614155715,-33.156549453735352
5505.599999999999,27.99558390475357,-25.018082141876221
5505.999999999999,29.07726838625382,-36.662723541259766
5506.4,29.812341844110396,-19.324788570404053
5506.799999999999,30.687191689667728,-13.414073824882507
5507.199999999999,31.853407946967685,-33.835362434387207
5507.6,22.672209360287248,-33.057958126068115
5508.0,22.96942948911494,-34.4241943359375
5508.4,23.227830152510975,-31.220291137695312
5508.8,23.645973542746312,-33.035032272338867
5509.2,24.074951491320046,-33.012557029724121
5509.599999999999,24.632693308026305,-40.723008155822754
5510.0,25.310322244033788,-29.48663592338562
5510.4,25.99564167476543,-32.974584817886353
5510.799999999999,28.280030327881608,-36.078474044799805
5511.2,32.614886207959046,-22.421196460723877
5511.599999999999,35.872842190251127,-40.115541458129883
5511.999999999999,36.993996479619213,-8.795133113861084
5512.399999999999,36.827215098843013,-12.299665868282318
5512.799999999999,34.654848579655585,-28.485585927963257
5513.199999999999,22.837848610736838,-21.497544765472412
5513.5999999999985,23.424305190746995,-20.233015060424805
5514.0,24.012880205851857,-39.710271835327148
5514.4,24.728928420495325,-30.075590133666992
5514.799999999999,25.582983637800023,-11.213018804788589
5515.2,26.438323150783898,-30.527510643005371
5515.599999999999,27.572778492705023,-30.628376960754395
5515.999999999999,28.813130163601727,-33.308732509613037
5516.4,28.974191880529457,-20.177130699157715
5516.799999999999,31.397701295208108,-42.142116546630859
5517.199999999999,32.618753509157926,-32.558244705200195
5517.6,22.723510896078665,-44.173985481262207
5518.0,23.331556664929426,-42.311539649963379
5518.4,24.079108680348664,-16.731098890304565
5518.8,24.874122119381308,-23.864341497421265
5519.2,25.977357113231484,-48.663552761077881
5519.599999999999,27.713928648035921,-39.026360988616943
5520.0,29.022315157892145,-31.472555160522461
5520.4,31.063668073089183,-43.563061714172363
5520.799999999999,22.175246057397008,-31.250408172607422
5521.2,22.947258018330114,-41.218029022216797
5521.599999999999,23.3444690354297,-39.805814743041992
5521.999999999999,24.494563892738604,-55.977554321289062
5522.399999999999,25.624760238003748,-46.426361083984375
5522.799999999999,27.448366715688159,-38.871191024780273
5523.199999999999,29.17414595876112,-41.260233879089355
5523.5999999999985,31.312788178775715,-33.514208793640137
5524.0,22.690960219415086,-48.921880722045898
5524.4,23.238129906156669,-35.999393463134766
5524.799999999999,24.409693602340543,-47.405014038085938
5525.2,25.332553336117268,-57.285957336425781
5525.599999999999,26.70464629845203,-46.535419464111328
5525.999999999999,27.787300510291089,-36.321892738342285
5526.4,30.374103154339828,-51.83415699005127
5526.799999999999,22.061550396561,-33.284784317016602
5527.199999999999,22.907277561236654,-31.237971305847168
5527.6,23.438254589869363,-53.92668342590332
5528.0,25.378902594520358,-44.716756820678711
5528.4,27.281855136635386,-42.821622848510742
5528.8,29.97995694720025,-41.38326358795166
5529.2,31.782828613341788,-38.932025909423828
5529.599999999999,22.646880566246384,-34.158114433288574
5530.0,23.244439600183998,-42.426143646240234
5530.4,25.126946232264192,-33.034992337226868
5530.799999999999,25.924903076921318,-24.810316801071167
5531.2,29.151812881710438,-23.866424798965454
5531.599999999999,29.925598775526041,-41.00629711151123
5531.999999999999,22.534264930123364,-45.48316478729248
5532.399999999999,23.315978051143066,-39.804651260375977
5532.799999999999,25.436863764449839,-23.26871132850647
5533.199999999999,26.940907469982076,-33.431820869445801
5533.5999999999985,29.731139845291938,-38.427857398986816
5534.0,21.302420818782533,-37.743647575378418
5534.4,22.52205890091177,-17.806514780968428
5534.799999999999,23.581886725932243,-36.456439256668091
5535.2,25.709485259277791,-64.139917373657227
5535.599999999999,26.91872335759432,-42.409672737121582
5535.999999999999,31.365651052648552,-44.820528030395508
5536.4,21.591239887193741,-35.796157360076904
5536.799999999999,23.119113928535512,-35.210968971252441
5537.199999999999,24.145328127474382,-34.940417289733887
5537.6,27.610277291906179,-35.077526092529297
5538.0,29.214272279588702,-35.703269004821777
5538.4,21.633145623519983,-33.51545238494873
5538.8,22.571487327408008,-44.208740234375
5539.2,23.946236418372312,-40.954644203186035
5539.599999999999,26.016733046540434,-42.426308631896973
5540.0,25.384883995475519,-33.9515061378479
5540.4,21.351279772246759,-30.020322799682617
5540.799999999999,21.686530021113185,-40.087431907653809
5541.2,25.07383987582584,-37.484237670898438
5541.599999999999,24.812958919677101,-44.662443161010742
5541.999999999999,20.765286415926468,-26.104532241821289
5542.399999999999,21.152158093176659,-34.396832466125488
5542.799999999999,23.829647380910764,-43.190895080566406
5543.199999999999,56.76775790725511,-48.842845916748047
5543.5999999999985,132.70134499447391,-46.123190879821777
5544.0,49.606254274671372,-49.426637649536133
5544.4,106.76116256318787,-44.77835750579834
5544.799999999999,74.837981880498873,-54.070863723754883
5545.2,115.47867652845528,-21.608526960015297
5545.599999999999,54.321863673189469,-37.219963073730469
5545.999999999999,34.21722251655995,-48.665782928466797
5546.4,62.15749817286941,-43.072698593139648
5546.799999999999,37.014797952669227,-36.086944580078125
5547.199999999999,61.471530478389774,-49.326274871826172
5547.6,46.139060597360711,-32.450401306152344
5548.0,82.239474564494714,-29.493165016174316
5548.4,42.996451077154596,-67.370723724365234
5548.8,94.313141500701619,-44.415247917175293
5549.2,52.821945774433708,-25.194934368133545
5549.599999999999,31.939168125678275,-31.706116914749146
5550.0,51.078772106373634,-40.460190296173096
5550.4,29.816086565094711,-25.328749537467957
5550.799999999999,74.770213437861742,-28.121702268719673
5551.2,36.852927287564505,-32.258939266204834
5551.599999999999,60.715309605257417,-34.168817520141602
5551.999999999999,44.505968758062998,-36.087008476257324
5552.399999999999,79.648680340718087,-29.084716320037842
5552.799999999999,43.228470575295702,-41.259393215179443
5553.199999999999,26.659497222637579,-22.984859466552734
5553.5999999999985,53.584982631463909,-29.164886474609375
5554.0,30.538038548817852,-20.843398094177246
5554.4,60.59033986055335,-34.205785751342773
5554.799999999999,32.024885899464685,-44.830181121826172
5555.2,96.217705566954066,-29.980752944946289
5555.599999999999,40.849362908356383,-27.234988689422607
5555.999999999999,24.529709704560783,-31.540822982788086
5556.4,39.703184195931158,-30.380799293518066
5556.799999999999,29.88603416807344,-29.784430027008057
5557.199999999999,57.819384810401615,-19.295918464660645
5557.6,30.941636015921024,-29.632075309753418
5558.0,55.936892935633807,-27.37721848487854
5558.4,41.924930490212887,-14.267337560653687
5558.8,24.332279167321975,-29.707724571228027
5559.2,45.464427055671784,-35.699263572692871
5559.599999999999,25.75352486017346,-32.542843818664551
5560.0,54.870751336381574,-24.117696762084961
5560.4,31.810659221004471,-33.032196044921875
5560.799999999999,20.685426569799283,-10.669809341430664
5561.2,45.36158747808647,-28.392436981201172
5561.599999999999,24.273275510550167,-14.370533347129822
5561.999999999999,48.367752514423501,-17.276849269866943
5562.399999999999,25.816068730232107,-23.460954427719116
5562.799999999999,21.02922173580216,-20.310770034790039
5563.199999999999,38.06018024597757,-19.582653880119324
5563.5999999999985,21.567967994103139,-14.395346403121948
5564.0,40.597155437936145,-27.163810729980469
5564.4,30.0881031341879,-15.758405923843384
5564.799999999999,18.946845933826907,-13.660483479499817
5565.2,30.381196366069585,-40.855926990509033
5565.599999999999,19.714056602133422,-20.538010597229004
5565.999999999999,48.858290991886044,-22.002905368804932
5566.4,25.943440622055579,-21.009243965148926
5566.799999999999,17.146804822908781,-12.752825736999512
5567.199999999999,29.99173836575001,-15.54234766960144
5567.6,21.963140984634581,-18.728269577026367
5568.0,49.886594495071805,-11.815355658531189
5568.4,24.766999892673862,-7.7732350826263428
5568.8,16.483134946080117,-13.295947551727295
5569.2,39.366425888325232,-27.357670307159424
5569.599999999999,21.24107062485507,-15.463257789611816
5570.0,14.896895978598748,-13.077546119689941
5570.4,23.211637508656388,-12.92961597442627
5570.799999999999,15.982256700823047,-6.8916981220245361
